Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock_Code,Name
2014-12-26,6.824552468816565,6.824552468816565,6.607036567143348,6.661416053771973,802404,0.0,0.0,1709,和益
2014-12-29,6.688605285875965,6.715795029190277,6.63422631045766,6.661416053771973,245453,0.0,0.0,1709,和益
2014-12-30,6.688604336197083,6.688604336197083,6.607035629045968,6.634225368499756,188279,0.0,0.0,1709,和益
2014-12-31,6.6614151265390005,6.688604354858398,6.634225387009353,6.688604354858398,123219,0.0,0.0,1709,和益
2015-01-05,6.7429838565474105,6.824552059173584,6.661415653921237,6.824552059173584,214894,0.0,0.0,1709,和益
2015-01-06,6.797362268718685,6.797362268718685,6.634225864636879,6.7701735496521,156735,0.0,0.0,1709,和益
2015-01-07,6.742983341217041,6.742983341217041,6.661415144824692,6.742983341217041,197151,0.0,0.0,1709,和益
2015-01-08,6.7429833227074445,6.7429833227074445,6.6614151265390005,6.688604354858398,130119,0.0,0.0,1709,和益
2015-01-09,6.688604354858398,6.7157940943880465,6.6614151265390005,6.688604354858398,91675,0.0,0.0,1709,和益
2015-01-12,6.6614151265390005,6.7157940943880465,6.634225387009353,6.688604354858398,71960,0.0,0.0,1709,和益
2015-01-13,6.688604354858398,6.688604354858398,6.6614151265390005,6.688604354858398,85760,0.0,0.0,1709,和益
2015-01-14,6.7429833227074445,6.7429833227074445,6.6614151265390005,6.688604354858398,65059,0.0,0.0,1709,和益
2015-01-15,6.688605285875965,6.688605285875965,6.63422631045766,6.661416053771973,90689,0.0,0.0,1709,和益
2015-01-16,6.634224868906249,6.6614146063125,6.49827771550562,6.579845905303955,213908,0.0,0.0,1709,和益
2015-01-19,6.5798463361612605,6.60703556413769,6.4982781410217285,6.4982781410217285,121247,0.0,0.0,1709,和益
2015-01-20,6.525466941701662,6.579845905303955,6.49827771550562,6.579845905303955,52245,0.0,0.0,1709,和益
2015-01-21,6.525466941701662,6.579845905303955,6.49827771550562,6.579845905303955,63088,0.0,0.0,1709,和益
2015-01-22,6.5798473583757495,6.607036590576172,6.525468382764582,6.607036590576172,37458,0.0,0.0,1709,和益
2015-01-23,6.634226333986916,6.634226333986916,6.552657614965005,6.607036590576172,69988,0.0,0.0,1709,和益
2015-01-26,6.607035131499997,6.634224868906249,6.579845905303955,6.579845905303955,75903,0.0,0.0,1709,和益
2015-01-27,6.634224874786903,6.634224874786903,6.552656173706055,6.552656173706055,136034,0.0,0.0,1709,和益
2015-01-28,6.579845905303955,6.607035131499997,6.5526561678977036,6.579845905303955,184336,0.0,0.0,1709,和益
2015-01-29,6.607036590576172,6.634226333986916,6.5798473583757495,6.607036590576172,20700,0.0,0.0,1709,和益
2015-01-30,6.634225368499756,6.634225368499756,6.579846400802428,6.634225368499756,16757,0.0,0.0,1709,和益
2015-02-02,6.607035131499997,6.607035131499997,6.579845905303955,6.579845905303955,41401,0.0,0.0,1709,和益
