Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock_Code,Name
2014-12-26,14.656247227897587,14.830727577209473,14.58645603076638,14.830727577209473,20098065,0.0,0.0,2618,長榮航
2014-12-29,15.214584579320137,15.284375790494396,14.551564145690785,14.865625381469727,32715118,0.0,0.0,2618,長榮航
2014-12-30,14.970310803992485,15.354166337033998,14.830728401967688,15.040102005004883,37940851,0.0,0.0,2618,長榮航
2014-12-31,15.17968451250867,15.668226014408273,15.074996935602385,15.458850860595703,41362125,0.0,0.0,2618,長榮航
2015-01-05,15.703126339152403,16.05208396911621,15.563542344573136,16.05208396911621,35835452,0.0,0.0,2618,長榮航
2015-01-06,16.086978321479062,16.435937478201765,16.017187118530273,16.017187118530273,59646290,0.0,0.0,2618,長榮航
2015-01-07,16.331247928959492,16.680205472827005,16.191663968818975,16.401039123535156,60631721,0.0,0.0,2618,長榮航
2015-01-08,16.680209942881365,16.715106335015516,16.086980702538412,16.470834732055664,57164421,0.0,0.0,2618,長榮航
2015-01-09,16.47083338789935,17.09895896911621,16.366145791029876,17.09895896911621,56839878,0.0,0.0,2618,長榮航
2015-01-12,17.098958779058194,17.273437581571464,16.81979238083907,16.889583587646484,32831954,0.0,0.0,2618,長榮航
2015-01-13,17.133854830703033,17.378126428602137,17.064063618870247,17.20364761352539,44560349,0.0,0.0,2618,長榮航
2015-01-14,17.413017519775032,17.413017519775032,16.924475999594605,17.23853874206543,30322941,0.0,0.0,2618,長榮航
2015-01-15,17.098958779058194,17.13385359696717,16.74999960304219,16.889583587646484,30420894,0.0,0.0,2618,長榮航
2015-01-16,17.09895937090545,17.273438179457965,16.6802089735878,16.959375381469727,38047065,0.0,0.0,2618,長榮航
2015-01-19,16.7499990879397,16.88958306825145,16.435937881469727,16.435937881469727,28067662,0.0,0.0,2618,長榮航
2015-01-20,16.540627230326297,16.75000086654219,16.540627230326297,16.645313262939453,17527684,0.0,0.0,2618,長榮航
2015-01-21,16.81979296302352,17.06406298079914,16.784896572917212,16.959375381469727,23884007,0.0,0.0,2618,長榮航
2015-01-22,16.959375381469727,17.02916659069283,16.81979296302352,16.959375381469727,15969877,0.0,0.0,2618,長榮航
2015-01-23,16.994271771576038,17.133854190022245,16.784896572917212,16.959375381469727,23579527,0.0,0.0,2618,長榮航
2015-01-26,17.029166190543574,17.308332591865685,17.029166190543574,17.09895896911621,21452885,0.0,0.0,2618,長榮航
2015-01-27,17.27343770948389,17.308332527651267,16.784896116235327,16.92447853088379,14402630,0.0,0.0,2618,長榮航
2015-01-28,16.749998351241285,16.854685939123375,16.505728360175965,16.575519561767578,14580833,0.0,0.0,2618,長榮航
2015-01-29,16.57552115901277,16.71510514663589,16.086979558816093,16.33125114440918,40608005,0.0,0.0,2618,長榮航
2015-01-30,16.401041998015646,16.889583587646484,16.261458013411353,16.889583587646484,31791056,0.0,0.0,2618,長榮航
2015-02-02,16.57551866141989,16.610415045814868,15.982289552640786,16.121871948242188,26142827,0.0,0.0,2618,長榮航
2015-02-03,15.703125190412164,16.01718797699851,15.703125190412164,15.912500381469727,23260884,0.0,0.0,2618,長榮航
2015-02-04,15.563540371889696,16.017187118530273,15.563540371889696,16.017187118530273,33787881,0.0,0.0,2618,長榮航
2015-02-05,16.26145830375176,16.296354693273255,16.086979498123252,16.156770706176758,20629135,0.0,0.0,2618,長榮航
2015-02-06,15.982292956480752,15.982292956480752,15.59843893034143,15.772917747497559,56711241,0.0,0.0,2618,長榮航
2015-02-09,15.63333242399659,15.63333242399659,15.28437328338623,15.28437328338623,38146199,0.0,0.0,2618,長榮航
2015-02-10,15.21458206065286,15.77291479959798,15.21458206065286,15.354166030883789,33518805,0.0,0.0,2618,長榮航
2015-02-11,15.493749985006085,15.668228787062652,15.389062389574251,15.423958778381348,18668895,0.0,0.0,2618,長榮航
2015-02-12,15.563539482552398,15.772914650423955,15.528644668566661,15.633332252502441,21123621,0.0,0.0,2618,長榮航
2015-02-13,15.633333333016536,15.772915740585432,15.528645741845164,15.668228149414062,18173230,0.0,0.0,2618,長榮航
2015-02-24,15.772915740585432,15.947394535541253,15.668228149414062,15.668228149414062,21258159,0.0,0.0,2618,長榮航
2015-02-25,15.703124348776651,16.156769524427855,15.703124348776651,16.017187118530273,23429647,0.0,0.0,2618,長榮航
2015-02-26,15.877605154134308,16.121875180911058,15.807813942339461,16.05208396911621,16158703,0.0,0.0,2618,長榮航
2015-03-02,16.05208242670742,16.086978814746512,15.703124830274167,15.982291221618652,15707883,0.0,0.0,2618,長榮航
2015-03-03,16.121871948242188,16.121871948242188,15.842705586050126,16.121871948242188,17676384,0.0,0.0,2618,長榮航
2015-03-04,15.912500366733415,15.98229157335815,15.389062389574251,15.423958778381348,32204110,0.0,0.0,2618,長榮航
2015-03-05,15.354167357655548,15.423958563307105,14.586457811530694,14.726041793823242,55304494,0.0,0.0,2618,長榮航
2015-03-06,14.795831889530254,15.074998262183582,14.760935503827593,15.005207061767578,25505542,0.0,0.0,2618,長榮航
2015-03-09,14.93541539755191,15.04010140943037,14.760935045446185,14.97031021118164,13927027,0.0,0.0,2618,長榮航
2015-03-10,15.109894934053846,15.109894934053846,14.76093578338623,14.76093578338623,12968739,0.0,0.0,2618,長榮航
2015-03-11,14.86562337148758,15.144789749428064,14.76093578338623,14.76093578338623,25660143,0.0,0.0,2618,長榮航
2015-03-12,14.900519757851146,14.97031095958893,14.76093578338623,14.76093578338623,19171642,0.0,0.0,2618,長榮航
2015-03-13,14.970310528133698,15.772914823449293,14.86562294304952,15.28437328338623,41458898,0.0,0.0,2618,長榮航
2015-03-16,15.703123837879739,15.842706239236044,15.493748664855957,15.493748664855957,23541762,0.0,0.0,2618,長榮航
2015-03-17,15.738021388416268,16.017187782778098,15.493749811481267,15.703125,45434845,0.0,0.0,2618,長榮航
