Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock_Code,Name
2020-07-10,11.365859031677246,11.365859031677246,11.365859031677246,11.365859031677246,0,0.0,0,00878,國泰永續高利息
2020-07-13,11.35828113555908,11.35828113555908,11.35828113555908,11.358281135559082,0,0.0,0,00878,國泰永續高利息
2020-07-14,11.350703239440918,11.350703239440918,11.350703239440918,11.350703239440918,0,0.0,0,00878,國泰永續高利息
2020-07-15,11.335549354553223,11.335549354553223,11.335549354553223,11.335549354553223,0,0.0,0,00878,國泰永續高利息
2020-07-16,11.343128204345703,11.343128204345703,11.343128204345703,11.343128204345703,0,0.0,0,00878,國泰永續高利息
2020-07-17,11.282508850097656,11.282508850097656,11.282508850097656,11.282508850097656,0,0.0,0,00878,國泰永續高利息
2020-07-20,11.653794481748946,11.691680823916474,11.441631977281405,11.608330726623535,85251099,0.0,0,00878,國泰永續高利息
2020-07-21,11.608329664463948,12.123582136504362,11.456785032282006,11.926573753356934,102347500,0.0,0,00878,國泰永續高利息
2020-07-22,11.593176371386479,11.744721014141351,11.517403688698115,11.600753784179688,94531477,0.0,0,00878,國泰永續高利息
2020-07-23,11.479519593265023,11.494674421816404,11.403747618374103,11.471942901611328,90737404,0.0,0,00878,國泰永續高利息
2020-07-24,11.479517613065488,11.50982654231801,11.373436721992595,11.403745651245117,81082771,0.0,0,00878,國泰永續高利息
2020-07-27,11.471939665789547,11.471939665789547,11.350703239440918,11.350703239440918,63772163,0.0,0,00878,國泰永續高利息
2020-07-28,11.365857458510032,11.40374379456275,11.252199172973633,11.252199172973633,57983907,0.0,0,00878,國泰永續高利息
2020-07-29,11.252200392606996,11.335549762859864,11.252200392606996,11.274931907653809,25375208,0.0,0,00878,國泰永續高利息
2020-07-30,11.335550103164314,11.373436444460944,11.282509658922148,11.365859031677246,20137890,0.0,0,00878,國泰永續高利息
2020-07-31,11.381014134961195,11.418899754560442,11.373436721992595,11.403745651245117,18111199,0.0,0,00878,國泰永續高利息
2020-08-03,11.41132181392613,11.426475915581086,11.343126549924335,11.350703239440918,26620086,0.0,0,00878,國泰永續高利息
2020-08-04,11.358282583631675,11.388591514718955,11.320396239117095,11.381014823913574,31076653,0.0,0,00878,國泰永續高利息
2020-08-05,11.39616809255549,11.494672292022099,11.39616809255549,11.48709487915039,50629553,0.0,0,00878,國泰永續高利息
2020-08-06,11.52498265062929,11.56286899706599,11.47951889038086,11.47951889038086,21943256,0.0,0,00878,國泰永續高利息
2020-08-07,11.487094347019148,11.509825861959387,11.426476492097292,11.441631317138672,14876417,0.0,0,00878,國泰永續高利息
2020-08-10,11.479519593265023,11.487097007540713,11.449210658784255,11.471942901611328,9895318,0.0,0,00878,國泰永續高利息
2020-08-11,11.494673664670545,11.494673664670545,11.411324280994098,11.426478385925293,15819334,0.0,0,00878,國泰永續高利息
2020-08-12,11.426477374291624,11.426477374291624,11.343127997994445,11.37343692779541,21106293,0.0,0,00878,國泰永續高利息
2020-08-13,11.418899536132812,11.441631774603772,11.403745433107364,11.418899536132812,5012029,0.0,0,00878,國泰永續高利息
