Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock_Code,Name
2015-01-13,97.9509492694207,99.44638360941185,97.57709068442291,99.07252502441406,37818000,0.0,0,2330,台積電
2015-01-14,99.07255583543044,99.44641453669621,97.20326232910156,97.20326232910156,48740000,0.0,0,2330,台積電
2015-01-15,98.3248291015625,99.44640509891872,98.3248291015625,98.3248291015625,40607000,0.0,0,2330,台積電
2015-01-16,104.68041524399807,104.68041524399807,101.68954623702669,102.43726348876953,124042000,0.0,0,2330,台積電
2015-01-19,103.55882726984917,104.30654443425242,102.81111010544592,103.93268585205078,49986000,0.0,0,2330,台積電
2015-01-20,103.93271493220675,103.93271493220675,102.81113887178725,103.18499755859375,32739000,0.0,0,2330,台積電
2015-01-21,104.30656278894303,105.42813873291016,104.30656278894303,105.42813873291016,70464000,0.0,0,2330,台積電
2015-01-22,105.80198813847133,106.17584675380161,104.30655367715018,104.68041229248047,43846000,0.0,0,2330,台積電
2015-01-23,106.54971313476562,108.41900634765625,106.54971313476562,108.41900634765625,82089000,0.0,0,2330,台積電
2015-01-26,108.79286499023438,108.79286499023438,107.29743041992188,108.41900634765625,46716000,0.0,0,2330,台積電
2015-01-27,108.79283780467753,109.91441345214844,108.0451207063636,109.91441345214844,52805000,0.0,0,2330,台積電
2015-01-28,109.54058074951172,109.91443938688207,108.79286347477102,109.54058074951172,45898000,0.0,0,2330,台積電
2015-01-29,107.67128293771778,108.41900018034082,106.92356569509474,107.29742431640625,34459000,0.0,0,2330,台積電
2015-01-30,108.4190079168225,108.79286656481155,105.42813873291016,105.42813873291016,43666000,0.0,0,2330,台積電
2015-02-02,105.05427104213783,106.92356412117942,105.05427104213783,106.5497055053711,29181000,0.0,0,2330,台積電
2015-02-03,106.92355214683242,108.04512786865234,106.17583499895248,108.04512786865234,27160000,0.0,0,2330,台積電
2015-02-04,108.04513411325951,109.54056849544995,107.6712755177119,109.16670989990234,40416000,0.0,0,2330,台積電
2015-02-05,108.79285430908203,109.16671291495516,107.29741988558949,108.79285430908203,23363000,0.0,0,2330,台積電
2015-02-06,108.79286188512417,108.79286188512417,106.92356872558595,106.92356872558594,27301000,0.0,0,2330,台積電
2015-02-09,106.92357485059281,107.29743350391657,105.80199889062156,106.17585754394531,26315000,0.0,0,2330,台積電
2015-02-10,106.17584688956278,106.92356412117942,105.80198827375446,106.5497055053711,33294000,0.0,0,2330,台積電
2015-02-11,109.16670556970544,111.40985705401447,109.16670556970544,110.66213989257812,71259000,0.0,0,2330,台積電
2015-02-12,111.7837126247008,111.7837126247008,110.28827834209609,111.03599548339844,33577000,0.0,0,2330,台積電
2015-02-13,111.03599548339845,112.15757119535196,110.66213691274727,111.03599548339844,37815000,0.0,0,2330,台積電
2015-02-24,111.40988452229278,113.65303655965438,111.0360258493992,112.90531921386719,72531000,0.0,0,2330,台積電
2015-02-25,114.02691912110956,115.52235412597658,114.02691912110956,115.52235412597656,48183000,0.0,0,2330,台積電
2015-02-26,114.77458459594321,115.14844317768895,112.53143310546875,112.53143310546875,55574000,0.0,0,2330,台積電
2015-03-02,113.27915939228647,114.40073522785366,111.03600772115209,111.40986633300781,41388000,0.0,0,2330,台積電
2015-03-03,112.157574523723,112.90529168721449,111.03599877848578,112.53143310546875,29134000,0.0,0,2330,台積電
2015-03-04,112.157574523723,113.27915026896024,111.40985736023151,112.53143310546875,32627000,0.0,0,2330,台積電
2015-03-05,112.15760040283205,112.90531773885093,111.03602439880372,112.15760040283203,28872000,0.0,0,2330,台積電
2015-03-06,111.40986633300781,111.78372494486355,111.03600772115209,111.40986633300781,31316000,0.0,0,2330,台積電
2015-03-09,110.28828873257456,110.28828873257456,108.41899570320889,108.79285430908203,67163000,0.0,0,2330,台積電
2015-03-10,108.4189894464281,108.4189894464281,107.67127227783203,107.67127227783203,46809000,0.0,0,2330,台積電
2015-03-11,107.29741692216429,110.66214428209278,106.92355832661667,109.16670989990234,51795000,0.0,0,2330,台積電
2015-03-12,109.91442273114178,111.03599847329629,109.54056415042362,110.66213989257812,32183000,0.0,0,2330,台積電
