Date,Score_Trend,Score_Comprehensive,Score_Strength,Score_Funds,Score_Expectation,Score_Risk,Stock_code,Name
2024-12-30,3.0478651442829086,4.767775318300328,7.794228599118924,7.26845740066757,7.5735110970006385,3.7306129496972917,3694,海華
2024-12-31,3.16969518034051,4.305655231055782,6.782652710219166,6.6590377168337564,6.502341813012548,3.4097872346690092,3694,海華
2025-01-02,3.3381397946375095,4.955920828190559,7.588110986146723,7.18022237477401,9.32439570459268,2.949779601287091,3694,海華
2025-01-03,3.5029688591716113,5.071599012447112,7.777403876652844,7.871516226081408,9.071925792286258,2.7400816252707076,3694,海華
2025-01-06,3.641326304622517,4.249765375194297,6.30968575608592,6.663081857856621,6.887980934372634,2.2690354421822194,3694,海華
2025-01-07,3.7815260736445473,4.166205867643161,5.814454287838295,6.842722792695342,6.50504931727502,2.4484397885103792,3694,海華
2025-01-08,3.9430793378681868,4.165431357024115,5.595912596475554,6.913863045080963,6.45507526475798,2.5229222367952486,3694,海華
2025-01-09,4.097787723160601,3.7221001994516154,4.711225680463209,6.828823706237114,4.6137422037472895,2.439126322291928,3694,海華
2025-01-10,4.247972683617734,3.4814063065238994,4.2375011239839795,6.692431130585742,3.487906376363202,2.5726091896121503,3694,海華
2025-01-13,4.365855260914936,3.0438921713395075,3.1184482736121035,6.677832882331404,1.9044614450758899,2.596873153230053,3694,海華
