Date,Score_Trend,Score_Comprehensive,Score_Strength,Score_Funds,Score_Expectation,Score_Risk,Stock_code,Name
2024-12-30,8.494963839938817,5.296044210256641,4.6007813820661925,8.10637775946137,5.50193205862649,6.356486931424596,2618,長榮航
2024-12-31,8.550357884878018,4.839311581737203,3.837410230107099,7.897660790043856,3.6215471963871475,6.33876760775529,2618,長榮航
2025-01-02,8.631828094363685,5.486258554108652,4.66360908224344,8.085591212383868,6.73673189014247,6.038226534082762,2618,長榮航
2025-01-03,8.730241199366349,5.655334526925123,5.089940256415478,8.276979156501364,7.001390599912043,5.995427723067458,2618,長榮航
2025-01-06,8.821163102958106,5.727510984029741,5.373424505407014,8.335580856201622,6.921259693839605,6.000673798505324,2618,長榮航
2025-01-07,8.902685554857948,5.604286162280321,5.225240856205351,8.046382218198742,6.3857904625405135,6.138749779567722,2618,長榮航
2025-01-08,8.98320536517746,5.727841089233043,5.353391587619685,8.169528234062446,6.775193242621003,6.188134771710974,2618,長榮航
2025-01-09,9.055838406373454,5.257793020504351,4.5569672759015845,8.173398103091134,4.640959677516102,6.13078216958257,2618,長榮航
2025-01-10,9.138246568853019,5.467479732723299,4.724462703904692,8.341562887600997,5.566503853279036,6.08727867039752,2618,長榮航
2025-01-13,9.210516362997627,5.242797111338364,4.308691977677122,8.318990795209777,4.564721320058139,6.06398625913226,2618,長榮航
