Date,Score_Trend,Score_Comprehensive,Score_Strength,Score_Funds,Score_Expectation,Score_Risk,Stock_code,Name
2024-12-30,3.0619019930859057,4.374697064525021,7.4362934303762565,7.557888437172365,6.679487644340541,1.394515676056523,2374,佳能
2024-12-31,3.1051625253832738,4.394578316917063,7.104787013340796,7.731926144338109,6.899886804011959,1.578164669197399,2374,佳能
2025-01-02,3.1350555509595845,4.030854240640259,6.235592750498768,7.591177851054289,5.6020652969270675,1.7773810815138513,2374,佳能
2025-01-03,3.1496344122805136,3.7149863144156816,5.300766039135517,7.444974445781141,4.722794765180238,1.9974084248826895,2374,佳能
2025-01-06,3.178620890394968,3.74088157018312,5.115455449986949,7.576310021958159,4.777286312518113,2.290268519352959,2374,佳能
2025-01-07,3.201883371499486,3.5579073993359662,4.855974574436837,7.38834067136114,3.9646318620039125,2.4338993014394346,2374,佳能
2025-01-08,3.2485278800473107,3.701489519140615,4.993310643516318,7.526883548399132,4.283538776751347,2.815584656553173,2374,佳能
2025-01-09,3.2750953391307163,2.9755570722205444,3.6873945981306244,7.299403315816577,1.3269825220761855,2.8910120908436174,2374,佳能
2025-01-10,3.303315269290131,2.958965286277147,3.3434680017883505,7.196749885507101,1.4867350835092763,3.2708588670899377,2374,佳能
2025-01-13,3.3284866463968927,2.9607059086647665,3.1048994037699926,7.203580585963297,1.5453561844560735,3.6168818306848403,2374,佳能
