Date,Score_Trend,Score_Comprehensive,Score_Strength,Score_Funds,Score_Expectation,Score_Risk,Stock_code,Name
2024-12-30,2.645867111434716,4.506057832653662,5.86556935580297,6.856083633369515,6.576544876412335,7.888762627388475,5471,松翰
2024-12-31,2.638256533595034,4.538431037537332,5.852715373655238,6.903367979485013,6.746643484767864,7.927349364493455,5471,松翰
2025-01-02,2.6260280606292303,4.235680792998652,5.294460133047986,6.863407063355973,5.5079855907282,7.9587425615058205,5471,松翰
2025-01-03,2.6102668665528315,3.971062900077963,4.932015196573952,6.728995480335273,4.369563158603805,7.978226916117446,5471,松翰
2025-01-06,2.59107950431984,4.009649522931805,5.016119694468466,6.499436124433336,4.692763226194604,8.093797805799532,5471,松翰
2025-01-07,2.5694698481157623,3.8995950640484227,4.8798321348100595,6.539876072989301,4.044327971310326,8.221040608183138,5471,松翰
2025-01-08,2.5500167882415843,3.993333011853082,4.992589586664118,6.670555983518849,4.373667922855807,8.281781509157426,5471,松翰
2025-01-09,2.543836773735162,4.674128264673198,6.246643880660409,7.769036314747973,6.40299634505806,7.902272348231781,5471,松翰
2025-01-10,2.5225182671844815,4.363817665477442,5.823686617942768,7.767994921652411,5.0029368337804065,7.789369251370698,5471,松翰
2025-01-13,2.493123471773662,3.7997017526333683,5.00373693550716,7.846807837411413,2.3497392180200714,7.708476128624811,5471,松翰
