Date,Score_Trend,Score_Comprehensive,Score_Strength,Score_Funds,Score_Expectation,Score_Risk,Stock_code,Name
2024-12-30,5.230872091910443,5.368775439986091,6.803738027594953,7.26505291408164,6.8576040157058245,8.434548766168922,3008,大立光
2024-12-31,5.256883605547708,5.521392660368702,6.9634550427977056,7.650120861586305,7.305448912162436,8.339894646373077,3008,大立光
2025-01-02,5.2779611700274645,5.08517766421298,6.317156185764154,7.294722735218464,5.622141556491217,8.286245492982033,3008,大立光
2025-01-03,5.294720667539023,4.835386630774456,5.858733087526467,7.290289846880219,4.52612809201289,8.322331889273922,3008,大立光
2025-01-06,5.324769048668797,5.440536988978508,6.478706804111013,7.810369551834253,7.281632372318866,8.160415297995772,3008,大立光
2025-01-07,5.353326746976493,5.270196259352955,6.342453885565746,7.645769500692654,6.389183386972543,8.257971996947283,3008,大立光
2025-01-08,5.381879991997928,4.9413929924009565,5.782574984895932,7.463048223871207,4.990765082266883,8.404300011014708,3008,大立光
2025-01-09,5.411370434763052,4.769501359135472,5.553654696778443,7.099235430314419,4.468414298962209,8.413488734356783,3008,大立光
2025-01-10,5.459315865226966,5.309713342949298,6.571162928224352,7.4003352399659645,6.664183610696024,7.93939756659736,3008,大立光
2025-01-13,5.496843781546196,4.824468913151807,5.8810671859735155,7.281461287612881,4.521100753324024,7.785024135073291,3008,大立光
